"Defense_Subtype","AMR_Type","Cooccurrence_Count","Alpha_MLE","P_value","Cooccurrence_Type"
"IetAS","blaTEM",81,1.12261969964062,0,"Positive"
"IetAS","aac(6')-Ib'",13,3.10845174793333,0,"Positive"
"IetAS","blaOXA",83,1.77889908719889,0,"Positive"
"IetAS","aadA1",38,1.30948380727025,0,"Positive"
"IetAS","aac(3)-IIe",36,2.2354936428883,0,"Positive"
"IetAS","catB3",42,1.71440995765821,0,"Positive"
"IetAS","aac(6')-Ib-cr",41,1.51941333730976,0,"Positive"
"AbiE","sul1",16,-1.96656025664781,0,"Negative"
"AbiE","aph(6)-Id",26,-1.22052804770725,0,"Negative"
"AbiE","aph(3'')-Ib",26,-1.1985748834831,0,"Negative"
"AbiE","sul2",22,-1.42913946956728,0,"Negative"
"AbiE","bla",26,1.87642490934362,0,"Positive"
"AbiE","erm(B)",61,0.938598735130492,0,"Negative"
"AbiE","ant(6)-Ia",48,1.76675270346897,0,"Positive"
"AbiE","spw",24,3.40638808809251,0,"Positive"
"AbiE","lsa(E)",27,3.22876521795702,0,"Positive"
"AbiE","lnu(B)",28,3.01429742901505,0,"Positive"
"AbiE","blaOXA",124,0.729035512744626,0,"Negative"
"AbiE","aph(2'')-Ia",70,5.97408797179456,0,"Positive"
"AbiE","aac(6')-Ie/aph(2'')-Ia",62,2.35248014444898,0,"Positive"
"AbiE","aph(2'')-I",38,5.52399727219324,0,"Positive"
"RM type IV","sul1",129,1.0048367290151,0,"Positive"
"RM type IV","aph(6)-Id",84,0.750876320493456,0,"Negative"
"RM type IV","aph(3'')-Ib",84,0.773264625882008,0,"Negative"
"RM type IV","qnrB",60,1.39983807151179,0,"Positive"
"RM type IV","tet(A)",92,0.935335671580372,0,"Negative"
"RM type IV","blaCTX-M",84,0.841973009489957,0,"Negative"
"RM type IV","aadA2",90,1.455613467224,0,"Positive"
"RM type IV","ant(2'')-Ia",49,2.64274231730268,0,"Positive"
"RM type IV","aadA1",71,1.30550353010087,0,"Positive"
"RM type IV","catA1",51,2.06114279425273,0,"Positive"
"RM type IV","arr-3",36,1.34264083867854,0,"Positive"
"RM type IV","catB3",54,1.28938516339789,0,"Positive"
"RM type IV","aac(6')-Ib-cr",58,1.20056564613346,0,"Positive"
"RM type IV","qnrA",49,3.42254577745374,0,"Positive"
"RM type IV","dfrA16",27,4.48517152284064,0,"Positive"
"RM type IV","blaVIM",23,2.35060246721665,0,"Positive"
"RM type IV","dfrB1",11,3.47145745853627,0,"Positive"
"RM type IV","ant(6)",14,4.40952558330118,0,"Positive"
"Mokosh type II","tet(D)",23,2.13073322669643,0,"Positive"
"Mokosh type II","blaNDM",53,2.16582974361123,0,"Positive"
"Mokosh type II","ble",52,2.2447422588092,0,"Positive"
"Mokosh type II","blaDHA",50,3.31089808236946,0,"Positive"
"Mokosh type II","sul1",159,1.95708814048516,0,"Positive"
"Mokosh type II","armA",80,4.17676440982549,0,"Positive"
"Mokosh type II","msr(E)",95,3.45214945972102,0,"Positive"
"Mokosh type II","mph(E)",95,3.4572895414927,0,"Positive"
"Mokosh type II","aph(6)-Id",74,1.1838336063741,0,"Positive"
"Mokosh type II","aph(3'')-Ib",75,1.22243069748642,0,"Positive"
"Mokosh type II","sul2",60,0.896830537760061,0,"Negative"
"Mokosh type II","qnrB",77,2.27102907078018,0,"Positive"
"Mokosh type II","blaTEM",86,1.01994712331853,0,"Positive"
"Mokosh type II","blaCTX-M",71,1.2245174223916,0,"Positive"
"Mokosh type II","blaOXA",83,1.60131541745271,0,"Positive"
"Mokosh type II","tmexC",30,3.87460555722923,0,"Positive"
"Mokosh type II","tmexD",31,3.89541153164989,0,"Positive"
"Mokosh type II","toprJ",31,3.92401113138107,0,"Positive"
"Mokosh type II","aadA2",80,1.9006892622877,0,"Positive"
"Mokosh type II","aac(3)-IId",47,1.74360887269575,0,"Positive"
"Mokosh type II","aac(6')-Ib",39,1.6623530679073,0,"Positive"
"Mokosh type II","aadA1",40,1.20876294876357,0,"Positive"
"Mokosh type II","dfrA12",52,1.7813884894673,0,"Positive"
"Mokosh type II","catA1",27,1.87044340877488,0,"Positive"
"Mokosh type II","arr-3",52,2.3130141652215,0,"Positive"
"Mokosh type II","catB3",53,1.82408679316635,0,"Positive"
"Mokosh type II","aac(6')-Ib-cr",63,1.8603904126039,0,"Positive"
"Mokosh type II","aph(3')-Ia",50,1.56563939922067,0,"Positive"
"Mokosh type II","dfrA5",13,2.97330995442791,0,"Positive"
"Mokosh type II","aph(3')-VI",28,3.54959575027972,0,"Positive"
"HEC-06","arr",33,3.20242403370403,0,"Positive"
"HEC-06","catB",25,4.62264782088075,0,"Positive"
"HEC-06","aac(6')-Ib",31,2.39742015454556,0,"Positive"
"HEC-06","mcr-10",12,4.65962192455339,0,"Positive"
"HEC-06","rmtF",25,5.21035825403866,0,"Positive"
"AbiH","aph(2'')-Ia",47,5.90761158691219,0,"Positive"
"AbiH","aac(6')-Ie/aph(2'')-Ia",25,3.092398637345,0,"Positive"
"AbiH","aph(2'')-I",22,5.36576978343862,0,"Positive"
"PD-T4-5","aph(6)-Id",52,0.924911961602639,0,"Negative"
"PD-T4-5","aph(3'')-Ib",52,0.947037714695238,0,"Negative"
"PD-T4-5","sul2",58,1.01520798939303,0,"Positive"
"PD-T4-5","arr",50,2.85422400566796,0,"Positive"
"PD-T4-5","catB",43,4.67527321971523,0,"Positive"
"PD-T4-5","aac(6')-Ib",48,2.05545337341254,0,"Positive"
"PD-T4-5","rmtF",43,5.5732470839166,0,"Positive"
"PD-T4-5","mcr-8",31,8.30519841456491,0,"Positive"
"HEC-04","sul1",113,1.69742383461625,0,"Positive"
"HEC-04","aph(6)-Id",83,1.5361526816824,0,"Positive"
"HEC-04","aph(3'')-Ib",81,1.52711545614312,0,"Positive"
"HEC-04","sul2",83,1.49805034715677,0,"Positive"
"HEC-04","tet(A)",188,2.87394278249183,0,"Positive"
"HEC-04","blaTEM",103,1.47357329721686,0,"Positive"
"HEC-04","blaCTX-M",159,2.58044330183572,0,"Positive"
"HEC-04","fosA",57,3.30935059776044,0,"Positive"
"HEC-04","rmtB",30,2.36681323495561,0,"Positive"
"HEC-04","aadA2",47,1.45874245270033,0,"Positive"
"HEC-04","floR",112,2.74213085096789,0,"Positive"
"HEC-04","mph(A)",52,1.44077262990823,0,"Positive"
"HEC-04","oqxA",22,2.81528568546898,0,"Positive"
"HEC-04","oqxB",21,2.69386955235935,0,"Positive"
"HEC-04","aph(3')-IIa",31,3.51355942960896,0,"Positive"
"HEC-04","aadA1",100,2.54097676190916,0,"Positive"
"HEC-04","dfrA14",92,3.36234037924469,0,"Positive"
"HEC-04","cmlA1",25,1.89115619763191,0,"Positive"
"HEC-04","sul3",45,2.44212914300254,0,"Positive"
"HEC-04","dfrA12",36,1.54795039545392,0,"Positive"
"HEC-04","aac(3)-IVa",58,3.20154679959491,0,"Positive"
"HEC-04","aph(4)-Ia",56,3.15193812778912,0,"Positive"
"HEC-04","aph(3')-Ia",101,2.6622381139261,0,"Positive"
"HEC-04","aadA22",19,2.82321448564159,0,"Positive"
"HEC-04","dfrA1",19,2.49147645021044,0,"Positive"
"NLR_like","sul1",52,2.11498978398979,0,"Positive"
"NLR_like","tet(A)",52,2.44507098658686,0,"Positive"
"NLR_like","blaCTX-M",43,2.16503324041993,0,"Positive"
"NLR_like","aac(3)-IId",32,2.74541690654615,0,"Positive"
"NLR_like","qnrS",53,3.32001872978459,0,"Positive"
"NLR_like","blaLAP",41,4.51815447973576,0,"Positive"
"NLR_like","ant(6)",12,5.90956175440773,0,"Positive"
"HEC-05","tet(D)",15,2.18636581243207,0,"Positive"
"HEC-05","blaDHA",23,2.89307585952461,0,"Positive"
"HEC-05","armA",13,2.36837474836496,0,"Positive"
"HEC-05","aph(6)-Id",44,1.15469049014447,0,"Positive"
"HEC-05","aph(3'')-Ib",44,1.17675055944637,0,"Positive"
"HEC-05","qnrS",33,1.73043900367623,0,"Positive"
"Mokosh type I","sul1",64,1.74721690716575,0,"Positive"
"Mokosh type I","msr(E)",67,3.96528461303037,0,"Positive"
"Mokosh type I","mph(E)",67,3.97008339035455,0,"Positive"
"Mokosh type I","aph(6)-Id",39,1.34595429238719,0,"Positive"
"Mokosh type I","aph(3'')-Ib",39,1.36797365024908,0,"Positive"
"Mokosh type I","sul2",53,1.70138988682737,0,"Positive"
"Mokosh type I","blaOXA",67,2.3418754882913,0,"Positive"
"Mokosh type I","floR",26,1.62986241485056,0,"Positive"
"Mokosh type I","aac(3)-IId",23,1.79890033428898,0,"Positive"
"Mokosh type I","aac(6')-Ib",28,2.15736467321102,0,"Positive"
"Mokosh type I","blaIMP",22,3.40329302661576,0,"Positive"
"Mokosh type I","arr-3",21,2.12919446538545,0,"Positive"
"Mokosh type I","blaPER",15,4.75815284372818,0,"Positive"
"Mokosh type I","aph(3')-VIa",33,4.46893236477859,0,"Positive"
"Mokosh type I","tet(X3)",11,4.49340783544305,0,"Positive"
"Mokosh type I","qnrVC",12,4.07437087433731,0,"Positive"
"Mokosh type I","aac(6')-IIa",16,5.34849280848086,0,"Positive"
"RosmerTA","mph(E)",16,2.60374435623664,0,"Positive"
"PD-T7-3","erm(A)",11,4.69519905381244,0,"Positive"
"PD-T7-3","erm(B)",21,2.53301065202148,0,"Positive"
"PD-T7-3","vanR-A",36,4.33670871213002,0,"Positive"
"PD-T7-3","vanS-A",35,4.35676279486485,0,"Positive"
"PD-T7-3","vanH-A",37,4.43169458827801,0,"Positive"
"PD-T7-3","vanA",37,4.43169458827801,0,"Positive"
"PD-T7-3","vanX-A",37,4.43169458827801,0,"Positive"
"PD-T7-3","vanY-A",33,4.35113873782082,0,"Positive"
"PD-T7-3","vanZ-A",33,4.75982340397085,0,"Positive"
"HEC-08","aph(6)-Id",26,2.00393312344463,0,"Positive"
"HEC-08","aph(3'')-Ib",27,2.08023974032863,0,"Positive"
"HEC-08","sul2",26,1.96658371602724,0,"Positive"
"HEC-08","tet(A)",31,2.34296240982596,0,"Positive"
"BREX type I","msr(E)",20,2.44841390423102,0,"Positive"
"BREX type I","mph(E)",20,2.45273543890006,0,"Positive"
"BREX type I","aph(6)-Id",59,1.97049430536277,0,"Positive"
"BREX type I","aph(3'')-Ib",60,2.01669968293876,0,"Positive"
"BREX type I","sul2",65,2.07350412522921,0,"Positive"
"BREX type I","qnrS",24,1.75062320071155,0,"Positive"
"BREX type I","tet(B)",18,2.15654142666389,0,"Positive"
"BREX type I","tet(X3)",15,5.03167677559733,0,"Positive"
"AbiK","blaZ",100,5.5428178241234,0,"Positive"
"AbiK","blaR1",100,5.52452473916105,0,"Positive"
"AbiK","blaI",100,5.54651606508197,0,"Positive"
"Wadjet type I","blaOXA",37,3.46417081829443,0,"Positive"
"Shedu","tet(B)",23,2.6042767861863,0,"Positive"
"SEFIR","dfrG",11,3.57886377338261,0,"Positive"
"SEFIR","aph(3')-IIIa",20,2.42367515774949,0,"Positive"
"SEFIR","erm(B)",28,2.38060618174071,0,"Positive"
"SEFIR","ant(6)-Ia",25,3.28440224960479,0,"Positive"
"SEFIR","spw",20,5.3164227105211,0,"Positive"
"SEFIR","lsa(E)",20,4.98017877101523,0,"Positive"
"SEFIR","lnu(B)",20,4.74762024028433,0,"Positive"
"SEFIR","sat4",19,2.80963581571489,0,"Positive"
"SEFIR","aac(6')-Ie/aph(2'')-Ia",21,3.29791081824458,0,"Positive"
"Zorya type III","blaOXA",122,4.66213248861513,0,"Positive"
"Zorya type III","ampC",12,3.88166329864783,0,"Positive"
"Eleos","ant(6)",14,8.16710080759642,0,"Positive"
"Wadjet type II","blaOXA",94,4.82960533802848,0,"Positive"
"AbiP2","aph(3')-IIIa",43,4.58540805577637,0,"Positive"
"AbiP2","erm(B)",47,4.32289481931357,0,"Positive"
"AbiP2","ant(6)-Ia",41,5.11091579669585,0,"Positive"
"AbiP2","sat4",40,4.90736404921111,0,"Positive"
"AbiP2","vanR-A",62,6.25468702319388,0,"Positive"
"AbiP2","vanS-A",62,6.32497247864198,0,"Positive"
"AbiP2","vanH-A",62,6.31220811178991,0,"Positive"
"AbiP2","vanA",62,6.31220811178991,0,"Positive"
"AbiP2","vanX-A",62,6.31220811178991,0,"Positive"
"AbiP2","vanY-A",61,6.35743766742398,0,"Positive"
"AbiP2","vanZ-A",62,6.89754254528568,0,"Positive"
"AbiP2","ant(2'')-Ia",13,3.50520236466151,0,"Positive"
"AbiP2","aac(6')",13,5.55386152268486,0,"Positive"
"Thoeris type I","ant(6)",16,7.17123122363333,0,"Positive"
"Hok/Sok","blaFONA",19,2.87066789212972,2.11808348637987e-12,"Positive"
"RM type II","blaGES",23,2.15646153035853,2.44038123042856e-12,"Positive"
"AbiD","aph(3')-VIa",14,2.74086185447368,2.94297919367636e-12,"Positive"
"PifAC","dfrA5",14,2.76474529759271,3.19300141882195e-12,"Positive"
"Hok/Sok","dfrA27",43,1.45193149740454,3.73789887930798e-12,"Positive"
"HEC-04","mef(B)",11,3.26605320653055,3.93052257408044e-12,"Positive"
"NLR_like","sul2",32,1.62974572344051,4.57778259743691e-12,"Positive"
"NLR_like","aph(3'')-Ib",31,1.64769328251113,5.78281866836505e-12,"Positive"
"NLR_like","tet(D)",13,2.8201197876945,6.42086384061713e-12,"Positive"
"Hok/Sok","lnu(G)",27,2.00661078721253,6.59405863245865e-12,"Positive"
"PD-T7-2","dfrA27",13,2.81177963313243,7.65476571018553e-12,"Positive"
"RosmerTA","msr(E)",15,2.5249566733642,9.52959933187003e-12,"Positive"
"NLR_like","aph(6)-Id",31,1.62573796403724,9.683698287688e-12,"Positive"
"RM type IV","abc-f",12,3.01301200126786,1.19557697075834e-11,"Positive"
"HEC-08","aadA2",19,2.18399290997082,1.44679823677052e-11,"Positive"
"Hhe","armA",12,2.89960314282115,1.58953961104658e-11,"Positive"
"RM type II","aac(3)-IIg",25,1.90364862657327,1.74074088477028e-11,"Positive"
"Hok/Sok","tet(X4)",37,1.50757761543301,4.15839584988476e-11,"Positive"
"RM type I","tmexC",22,1.92391345931815,5.3976378922016e-11,"Positive"
"RM type I","toprJ",22,1.92391345931815,5.3976378922016e-11,"Positive"
"Lit","mph(A)",15,2.51982565017539,5.81055203952019e-11,"Positive"
"Hhe","blaDHA",12,2.77680846446932,6.43477493511568e-11,"Positive"
"Zorya type I","sul1",13,3.10541949890835,7.991030059884e-11,"Positive"
"RM type I","tmexD",22,1.89855712371499,8.14172063101637e-11,"Positive"
"PD-T7-3","aph(3')-IIIa",14,2.48688543021315,8.36797298120473e-11,"Positive"
"Hok/Sok","estT",43,1.32655117387511,1.01833985688415e-10,"Positive"
"RM type II","aadA22",38,1.35632774616734,1.16623044554842e-10,"Positive"
"RM type II","aph(3')-VI",31,1.54556065429812,1.28571264745858e-10,"Positive"
"RM type IV","aph(2'')-Ia",13,2.58838416855666,1.67351021929107e-10,"Positive"
"Lamassu Mrr","aac(3)-IId",17,2.14542555773782,1.75016112713422e-10,"Positive"
"NLR_like","catA2",13,2.53941004398601,1.87960647046737e-10,"Positive"
"Hok/Sok","blaVIM",50,1.16691346490723,2.75906075763999e-10,"Positive"
"Hhe","aac(3)-IIe",15,2.27131089353515,2.83296719416626e-10,"Positive"
"NLR_like","blaTEM",34,1.40395280711203,4.26815915943735e-10,"Positive"
"HEC-08","dfrA12",15,2.27581006017712,4.47845316386974e-10,"Positive"
"PifAC","mph(E)",26,1.52704653829023,6.94081347951681e-10,"Positive"
"PifAC","msr(E)",26,1.52266845189961,7.55822071596413e-10,"Positive"
"RM type II","aac(6')-Ib'",25,1.68435636921028,7.69418417867485e-10,"Positive"
"Lit","tet(A)",16,2.22270075323299,1.05523556559461e-09,"Positive"
"PifAC","fosA",22,1.66707968202768,1.2010035188581e-09,"Positive"
"Hok/Sok","aph(3')-VI",39,1.30158729811031,1.27825783291513e-09,"Positive"
"PD-T7-2","aac(6')-Ib-cr",32,1.31089655519472,1.64943558811359e-09,"Positive"
"Zorya type I","aph(3'')-Ib",11,2.98557615119042,1.88602711226338e-09,"Positive"
"RloC","arr-3",22,1.63384011287977,2.12217776685009e-09,"Positive"
"Zorya type I","aph(6)-Id",11,2.96377876890605,2.34079811090027e-09,"Positive"
"CBASS type III","aac(3)-IId",13,2.35565194522386,2.54696119750264e-09,"Positive"
"HEC-05","qnrB",25,1.5139591422962,2.59658350376668e-09,"Positive"
"CBASS type II","aadA16",15,2.07147187987313,2.96274260680462e-09,"Positive"
"RloC","blaVIM",12,2.42005276983715,3.09015446564587e-09,"Positive"
"Shedu","aadA1",22,1.63791828394113,3.5855446389732e-09,"Positive"
"AbiD","ant(6)-Ia",16,1.96659537633489,3.69646835363113e-09,"Positive"
"Mokosh type II","aadA16",16,1.95141324717939,4.63573113229643e-09,"Positive"
"AbiP2","blaKPC",14,2.17791526792633,5.29731247755905e-09,"Positive"
"Ppl","arr-3",18,1.79403452268188,6.67631472328623e-09,"Positive"
"Mokosh type I","blaNDM",18,1.7935378857375,7.1126409206812e-09,"Positive"
"RM type I","mcr-10",13,2.34981205017483,7.47556816449446e-09,"Positive"
"HEC-08","dfrA14",11,2.49564577753666,8.18445178296656e-09,"Positive"
"HEC-04","bleO",15,1.98049282387056,9.2675555007915e-09,"Positive"
"CBASS type II","catA2",18,1.76560877983657,9.39830535617858e-09,"Positive"
"Tmn","fosA",17,1.80734702425026,1.32566195798489e-08,"Positive"
"Tmn","oqxA",13,2.15781193161178,1.3864203785019e-08,"Positive"
"CRISPR-Cas type IV","aac(3)-IVa",18,1.72856058962622,1.6079210629627e-08,"Positive"
"CBASS type III","blaNDM",11,2.42326614705018,1.86448508854298e-08,"Positive"
"PD-T4-5","aph(3')-VIa",11,2.39027199970009,1.89981014253604e-08,"Positive"
"Tmn","erm(B)",26,1.36794025229403,1.95024036919733e-08,"Positive"
"HEC-04","aac(3)-IIe",20,1.60362507456443,2.03763145245617e-08,"Positive"
"IetAS","aac(6')-Ib",26,1.36570237548212,2.04995322938828e-08,"Positive"
"Tmn","oqxB",13,2.09406989235288,2.49095810644917e-08,"Positive"
"CBASS type II","floR",32,1.1959424388197,2.78447329637999e-08,"Positive"
"CBASS type II","dfrA1",13,2.08073175273401,2.84944688955235e-08,"Positive"
"BREX type I","floR",22,1.50769901227407,2.89967430067151e-08,"Positive"
"RM type IV","dfrA14",30,1.22715691961237,3.34856047334853e-08,"Positive"
"Ppl","aac(3)-IId",21,1.53222301566922,3.4153828099015e-08,"Positive"
"RM type IV","blaDHA",19,1.61399136178408,4.17224930160387e-08,"Positive"
"Ppl","blaCTX-M",35,1.12878026211037,4.96200102118038e-08,"Positive"
"AbiD","erm(B)",24,1.38301688154905,5.1116077481872e-08,"Positive"
"RM type III","fosA",16,1.77628563634978,5.25993471001129e-08,"Positive"
"AbiE","dfrG",16,1.82197967695886,5.31945625326102e-08,"Positive"
"RM type IV","tmexC",12,2.17242546862494,5.3457666515655e-08,"Positive"
"RM type IV","toprJ",12,2.17242546862494,5.3457666515655e-08,"Positive"
"Hhe","mph(E)",12,2.14076600169464,6.01068765870849e-08,"Positive"
"Hhe","msr(E)",12,2.13651642376077,6.28364806853909e-08,"Positive"
"RM type IV","tmexD",12,2.14991591661127,6.68425842453857e-08,"Positive"
"HEC-05","aph(3')-Ia",25,1.33696886516501,7.25850507476977e-08,"Positive"
"Ppl","floR",24,1.37217428279838,7.41138614923642e-08,"Positive"
"CBASS type III","blaOXA",16,1.81685789051283,8.21685345320233e-08,"Positive"
"PD-T4-5","tet(B)",20,1.51137529526141,8.52754695745972e-08,"Positive"
"CBASS type I","sul3",32,1.13662780324933,8.92121551077096e-08,"Positive"
"AbiJ","tet(D)",12,2.09040080920812,9.32749643078878e-08,"Positive"
"MazEF","catB2",14,2.06739010690893,9.70412674661247e-08,"Positive"
"RloC","aac(6')-Ib",23,1.3781553144466,1.03958837982532e-07,"Positive"
"RM type IV","blaSHV",31,1.14951658022767,1.04657480237691e-07,"Positive"
"Tmn","aph(3')-Ia",31,1.15266049614285,1.08452645863899e-07,"Positive"
"Hhe","aph(3')-Ia",18,1.61511182115065,1.14202301171318e-07,"Positive"
"Ppl","aph(6)-Id",36,1.07249360877862,1.22081817321984e-07,"Positive"
"Hhe","aadA2",20,1.51280604675462,1.24290415848272e-07,"Positive"
"CBASS type II","blaCTX-M",46,0.926325389969116,1.32532561681466e-07,"Negative"
"HEC-05","blaTEM",48,0.914671364041897,1.41489523746084e-07,"Negative"
"CBASS type I","vanZ-A",17,1.64540109562378,1.47188358390338e-07,"Positive"
"CBASS type II","aac(6')-Ib",24,1.32024464646799,1.52068667325089e-07,"Positive"
"RM type IV","aac(6')-Ib",36,1.03247456298285,1.68035987679893e-07,"Positive"
"PD-T7-2","blaKPC",27,1.22588299721934,1.72243507789993e-07,"Positive"
"Hok/Sok","rmtF",24,1.47030939901591,1.76314377542397e-07,"Positive"
"Tmn","aadA22",11,2.14610606964932,1.93931523062574e-07,"Positive"
"AbiE","aph(3')-IIIa",41,0.955515741354254,2.2807712739664e-07,"Negative"
"PD-T7-2","qnrB",26,1.23752310772433,2.28826807502358e-07,"Positive"
"RM type III","aac(6')-Ib",24,1.28331262419323,2.85449256121062e-07,"Positive"
"PifAC","blaDHA",16,1.64738136655633,2.90257547108652e-07,"Positive"
"RM type II","mph(A)",182,0.426560137191189,2.98071482493825e-07,"Negative"
"HEC-05","aadA2",27,1.19873260210743,3.27382108866736e-07,"Positive"
"RM type III","blaOXA",41,0.938821876773043,3.7199730888672e-07,"Negative"
"RM type III","blaNDM",22,1.33042045044825,4.0093888631354e-07,"Positive"
"BREX type I","blaNDM",15,1.65844798759575,6.14064891601984e-07,"Positive"
"HEC-05","aac(3)-IVa",13,1.80683743832986,6.31873565359875e-07,"Positive"
"HEC-05","aph(4)-Ia",13,1.80424386420935,6.5128204829179e-07,"Positive"
"Ppl","aph(3'')-Ib",34,1.02741036622099,6.71461023782349e-07,"Positive"
"Mokosh type II","cmlA1",19,1.40950572841513,7.50858867193394e-07,"Positive"
"Uzume","cmlA1",16,1.56340237555413,8.05713524454355e-07,"Positive"
"Mokosh type II","qnrS",30,1.07069991051567,8.27774037759355e-07,"Positive"
"Uzume","sul3",17,1.50359362696063,8.28383772244479e-07,"Positive"
"Uzume","aac(3)-IVa",14,1.69829966530128,8.28779179062877e-07,"Positive"
"CBASS type II","blaNDM",21,1.3166286554887,8.8784113327911e-07,"Positive"
"AbiE","erm(A)",11,2.04692751478146,9.27231757819058e-07,"Positive"
"RM type I","aadA1",93,0.573840520818936,9.89850629900179e-07,"Negative"
"HEC-05","catA1",14,1.68266365353377,1.00097748834127e-06,"Positive"
"AbiD","sat4",14,1.67972727486217,1.02068017659995e-06,"Positive"
"CBASS type I","tet(M)",24,1.20618533765922,1.04796167210708e-06,"Positive"
"Tmn","catB3",26,1.14615325573154,1.13745219143535e-06,"Positive"
"HEC-04","blaCMY",15,1.59779464929481,1.1473336029022e-06,"Positive"
"PD-T4-5","blaCTX-M",45,0.848421996445972,1.21477679418389e-06,"Negative"
"Uzume","qnrB",23,1.2264611833983,1.2901886725647e-06,"Positive"
"MazEF","aph(3')-IIa",28,1.12943648888464,1.38390751658335e-06,"Positive"
"RM type I","mef(B)",13,1.7993718218652,1.47984188780814e-06,"Positive"
"Hhe","qnrB",15,1.58515307667242,1.61414277932703e-06,"Positive"
"Mokosh type II","aac(3)-IVa",16,1.50485748711783,1.6516072935957e-06,"Positive"
"Ppl","qnrB",19,1.35448537910468,1.82861321984529e-06,"Positive"
"Lamassu Mrr","tet(A)",20,1.34751191046554,1.94654017071638e-06,"Positive"
"BREX type I","arr",11,1.88416672607636,2.21672761713254e-06,"Positive"
"Shedu","aadA2",19,1.34745033934158,2.38441088751262e-06,"Positive"
"CRISPR-Cas type IV","aph(4)-Ia",15,1.52865447525113,2.58096527816498e-06,"Positive"
"RM type III","dfrA1",11,1.86338444388778,2.65784053610219e-06,"Positive"
"AbiE","sat4",29,1.03391541895325,2.67071094450788e-06,"Positive"
"PD-T4-5","qnrB",25,1.1173287958115,2.89788875429409e-06,"Positive"
"MazEF","bleO",41,0.87538350854799,2.99335259900767e-06,"Negative"
"Hok/Sok","mef(B)",22,1.3353007145712,3.09244779028717e-06,"Positive"
"Gabija","catA1",38,0.891979982217016,3.12241723035401e-06,"Negative"
"BREX type I","aac(3)-IId",16,1.4600315345667,3.24007666996362e-06,"Positive"
"IetAS","blaCTX-M",44,0.83096567721731,3.33782980647992e-06,"Negative"
"PrrC","sul1",18,1.41641345172078,3.85624077237079e-06,"Positive"
"RM type III","sul1",54,0.730236006502136,3.92152666226606e-06,"Negative"
"RM type IV","tet(D)",18,1.33510462497194,4.01022186136135e-06,"Positive"
"Gabija","aadA16",25,1.10690725545495,4.10505919257176e-06,"Positive"
"CBASS type I","oqxA",15,1.49566396877319,4.26387253160687e-06,"Positive"
"Mokosh type II","sul3",19,1.28359475851528,4.32430314278864e-06,"Positive"
"Gabija","erm(B)",55,0.698218467691844,4.40186251223429e-06,"Negative"
"RosmerTA","sul2",23,1.18141073479484,4.61729179146442e-06,"Positive"
"HEC-05","tet(A)",34,0.930381946055221,4.68526929272406e-06,"Negative"
"Shedu","blaSHV",12,1.7044188344677,4.89429063765812e-06,"Positive"
"HEC-05","mph(E)",13,1.60707834907142,5.20764839795351e-06,"Positive"
"HEC-08","qnrS",11,1.82141189515096,5.25332593037664e-06,"Positive"
"MazEF","dfrB1",11,1.95324415096663,5.34053468181916e-06,"Positive"
"HEC-08","blaTEM",20,1.30484099135554,5.37446980397593e-06,"Positive"
"HEC-05","msr(E)",13,1.60281954227708,5.44194140261745e-06,"Positive"
"BREX type I","blaTEM",35,0.944126868858018,5.72558708183041e-06,"Negative"
"RM type III","aph(3'')-Ib",45,0.794328244138364,6.49747579891054e-06,"Negative"
"Mokosh type II","mph(A)",37,0.862232028304684,6.56660574870558e-06,"Negative"
"Ppl","mph(E)",12,1.66069465174296,7.04722115796308e-06,"Positive"
"Tmn","qnrS",26,1.038105919974,7.20512707863552e-06,"Positive"
"MazEF","aac(6')-Ie/aph(2'')-Ia",38,0.889718967092003,7.21204572618337e-06,"Negative"
"NLR_like","aac(6')-Ib-cr",14,1.52335543543847,7.21959147287343e-06,"Positive"
"Ppl","msr(E)",12,1.65644477697069,7.34305810423663e-06,"Positive"
"RM type II","optrA",19,1.31433189106293,7.7124766624248e-06,"Positive"
"RM type III","aph(6)-Id",45,0.772257093336208,8.49954280637005e-06,"Negative"
"CBASS type I","oqxB",15,1.43123549508959,8.76065218979871e-06,"Positive"
"CBASS type II","aadA5",17,1.3097373570904,9.6459235588986e-06,"Positive"
"PD-T7-2","aadA1",27,1.0004892456847,9.64805490544229e-06,"Positive"
"AbiE","optrA",12,1.65864248291654,1.04894314708615e-05,"Positive"
"MazEF","ant(2'')-Ia",40,0.842120971779325,1.10572250449279e-05,"Negative"
"Tmn","cmlA1",16,1.34534952682906,1.12793492932362e-05,"Positive"
"RloC","blaNDM",18,1.25338687964653,1.13969276883674e-05,"Positive"
"MazEF","sul3",68,0.6128406464619,1.21171855940912e-05,"Negative"
"AbiJ","aac(6')-Ib-cr",19,1.20798892836962,1.34629391205232e-05,"Positive"
"Hhe","blaKPC",14,1.45591858610399,1.39876301795683e-05,"Positive"
"RloC","mph(A)",30,0.936885767610076,1.40310491160384e-05,"Negative"
"HEC-04","dfrA17",17,1.27662574333827,1.44783770353873e-05,"Positive"
"PD-T4-5","qnrS",25,1.01831996976452,1.45047093674799e-05,"Positive"
"PifAC","aadA5",22,1.09177774427345,1.489342040073e-05,"Positive"
"PD-T7-2","cmlA1",15,1.3739182056613,1.51057828563506e-05,"Positive"
"PD-T4-5","catA1",15,1.37272977581911,1.52670836389701e-05,"Positive"
